Question_ID|Comparison|cosine_distance
913|Human vs Old_AI|0.48652309658479087
924|Human vs Old_AI|0.3944758934773772
930|Human vs Old_AI|0.6247961467988465
970|Human vs Old_AI|0.7350358141589207
984|Human vs Old_AI|0.8448719664070379
989|Human vs Old_AI|0.7529413029283569
1001|Human vs Old_AI|0.7929673347366448
1025|Human vs Old_AI|0.6541643493829152
1031|Human vs Old_AI|0.8458576349199718
1032|Human vs Old_AI|0.9338119831529462
1072|Human vs Old_AI|0.7471677667219692
1092|Human vs Old_AI|0.805605647248495
1098|Human vs Old_AI|0.8892414150091147
1131|Human vs Old_AI|0.701186419845774
1135|Human vs Old_AI|0.6870392469321953
1169|Human vs Old_AI|0.8109636613344863
1190|Human vs Old_AI|0.8148551800511497
1193|Human vs Old_AI|0.8055276139260756
1198|Human vs Old_AI|0.756653607530273
1209|Human vs Old_AI|0.92615315287491
1210|Human vs Old_AI|0.7118919691478997
1216|Human vs Old_AI|0.7412487429963354
1231|Human vs Old_AI|0.6754923065321788
1235|Human vs Old_AI|0.8524752972713368
1243|Human vs Old_AI|0.5985325815404094
1257|Human vs Old_AI|0.8428935042393314
1277|Human vs Old_AI|0.9024109228662374
1278|Human vs Old_AI|0.916220357627708
1299|Human vs Old_AI|0.5529020375521759
1304|Human vs Old_AI|0.5137058187601188
1310|Human vs Old_AI|0.519513461464346
1327|Human vs Old_AI|0.9382051853790819
1328|Human vs Old_AI|0.4805954211685104
1330|Human vs Old_AI|0.6455726347099138
1343|Human vs Old_AI|0.8271847567793353
1352|Human vs Old_AI|0.7142926439190347
1367|Human vs Old_AI|0.9701251475865342
1376|Human vs Old_AI|0.8203901726328544
1397|Human vs Old_AI|0.7126495745479958
1399|Human vs Old_AI|0.6225272385292425
1408|Human vs Old_AI|0.834856252358606
1411|Human vs Old_AI|0.8899908885344093
1417|Human vs Old_AI|0.6667642216035681
1420|Human vs Old_AI|0.9099586682154703
1422|Human vs Old_AI|0.7149596923058527
1440|Human vs Old_AI|0.6883426358732786
1452|Human vs Old_AI|1.0
1471|Human vs Old_AI|0.46536212011345446
1515|Human vs Old_AI|0.8750954555536032
1535|Human vs Old_AI|0.901715391376271
1539|Human vs Old_AI|0.7034904014069798
1548|Human vs Old_AI|0.6070853608409121
1552|Human vs Old_AI|0.9539378182312335
1554|Human vs Old_AI|0.7086930469447792
1556|Human vs Old_AI|0.7028033107895977
1563|Human vs Old_AI|0.7795912592485323
1598|Human vs Old_AI|1.0
1600|Human vs Old_AI|0.9309228425590577
1612|Human vs Old_AI|0.6492940410912738
1613|Human vs Old_AI|0.7247885025596335
1617|Human vs Old_AI|0.8288296192371065
1622|Human vs Old_AI|0.6820899045115534
1629|Human vs Old_AI|0.5814367359339985
1633|Human vs Old_AI|0.5600900071410111
1646|Human vs Old_AI|1.0
1685|Human vs Old_AI|0.3461327768507795
1699|Human vs Old_AI|0.6667176943222576
1707|Human vs Old_AI|0.7139664894554341
1731|Human vs Old_AI|0.8047316712438803
1736|Human vs Old_AI|0.6315835515021908
1753|Human vs Old_AI|0.6870097875175627
1756|Human vs Old_AI|0.8302493918522493
1757|Human vs Old_AI|0.7113488088035069
1760|Human vs Old_AI|0.883088437236585
1770|Human vs Old_AI|0.863828535190651
1803|Human vs Old_AI|0.8625092775234787
1807|Human vs Old_AI|0.7438627217397655
1818|Human vs Old_AI|0.6540868251818248
1824|Human vs Old_AI|0.8967195491656275
1825|Human vs Old_AI|0.692057989808083
1827|Human vs Old_AI|0.47440164641503046
1830|Human vs Old_AI|0.6346759932817102
1833|Human vs Old_AI|0.5938129528793994
1844|Human vs Old_AI|0.6675817031487702
1850|Human vs Old_AI|0.9483795344815027
1887|Human vs Old_AI|0.9798152438404285
1890|Human vs Old_AI|0.5407302617548075
1962|Human vs Old_AI|0.7828148640189208
1978|Human vs Old_AI|0.48505097973027245
2009|Human vs Old_AI|1.0
2036|Human vs Old_AI|0.6925716348498179
2039|Human vs Old_AI|0.9382403503752843
2041|Human vs Old_AI|0.8679319849060648
2043|Human vs Old_AI|0.9218496686193007
2045|Human vs Old_AI|0.5073907811421872
2047|Human vs Old_AI|0.7378738275039822
2049|Human vs Old_AI|0.9572815555205173
2062|Human vs Old_AI|0.8655809031024073
2083|Human vs Old_AI|0.5429478301834617
2090|Human vs Old_AI|0.8482568068705385
2137|Human vs Old_AI|0.5931776255702194
2161|Human vs Old_AI|0.8617012837259551
2185|Human vs Old_AI|0.8335793742914706
2191|Human vs Old_AI|0.41096780818974077
2210|Human vs Old_AI|1.0
2216|Human vs Old_AI|0.8897894272381279
2233|Human vs Old_AI|0.32804232008847434
2246|Human vs Old_AI|0.7599497973251236
2283|Human vs Old_AI|0.815685039376576
2294|Human vs Old_AI|0.5108060558645681
2301|Human vs Old_AI|0.9582158348946572
2305|Human vs Old_AI|0.8350227014787417
2306|Human vs Old_AI|0.5961938393495627
2328|Human vs Old_AI|0.44084979314172057
2336|Human vs Old_AI|0.9244747966625056
2357|Human vs Old_AI|0.6687780586636012
2366|Human vs Old_AI|0.9100661391971503
2369|Human vs Old_AI|0.7272544914630972
2377|Human vs Old_AI|0.8487623202681058
2390|Human vs Old_AI|0.8913293720288255
2395|Human vs Old_AI|0.4444769718236177
2420|Human vs Old_AI|0.4108667171874152
2426|Human vs Old_AI|0.4777850924879551
2432|Human vs Old_AI|0.748285062797793
2434|Human vs Old_AI|0.6567470944719063
2436|Human vs Old_AI|0.6293973226520186
2453|Human vs Old_AI|0.7632101625688077
2472|Human vs Old_AI|0.967999622560386
2475|Human vs Old_AI|0.8363978429731885
2485|Human vs Old_AI|0.661652765120156
2489|Human vs Old_AI|0.8319375959876866
2503|Human vs Old_AI|0.8067206224892622
2522|Human vs Old_AI|0.6316535408486731
2531|Human vs Old_AI|0.8133914037561075
2544|Human vs Old_AI|0.9692191486230649
2550|Human vs Old_AI|0.6709241663096468
2558|Human vs Old_AI|0.4686126641323095
2582|Human vs Old_AI|0.5434064108519135
2613|Human vs Old_AI|0.5380133652656507
2627|Human vs Old_AI|0.9668234746688823
2641|Human vs Old_AI|0.9052969179251559
2667|Human vs Old_AI|0.7902301996615134
2697|Human vs Old_AI|0.5756704840441264
2705|Human vs Old_AI|0.775913152788617
2721|Human vs Old_AI|0.660115481073302
2740|Human vs Old_AI|0.9249997320377048
2753|Human vs Old_AI|0.7936228843794095
2773|Human vs Old_AI|0.6240378627295189
2791|Human vs Old_AI|0.3874435742041912
2822|Human vs Old_AI|0.7148683747435772
2826|Human vs Old_AI|0.5876789540474748
2844|Human vs Old_AI|0.6415154141030575
2870|Human vs Old_AI|0.7223629805281466
2873|Human vs Old_AI|0.5282219518439359
2875|Human vs Old_AI|0.7349399208333439
2879|Human vs Old_AI|0.8784960816142164
2905|Human vs Old_AI|0.8110510189272344
2910|Human vs Old_AI|0.7919783858857283
2917|Human vs Old_AI|0.8263017996588017
2934|Human vs Old_AI|0.8200886030622192
2938|Human vs Old_AI|0.860837804376331
2949|Human vs Old_AI|0.7936273581207064
2966|Human vs Old_AI|0.5663107039561797
2967|Human vs Old_AI|0.48798496799308866
2972|Human vs Old_AI|0.8572567274429137
2990|Human vs Old_AI|0.7695043631213212
3015|Human vs Old_AI|0.937271952622456
3025|Human vs Old_AI|0.7585121089785362
3026|Human vs Old_AI|0.6716160318516957
3033|Human vs Old_AI|0.6319670239030263
3037|Human vs Old_AI|0.8639503606292789
3054|Human vs Old_AI|0.8469183334352097
3062|Human vs Old_AI|1.0
3067|Human vs Old_AI|0.7445303461910697
3072|Human vs Old_AI|0.7382809714514533
3076|Human vs Old_AI|0.6662757828695174
3085|Human vs Old_AI|1.0
3089|Human vs Old_AI|0.9642049668230738
3090|Human vs Old_AI|0.9097668808465196
3094|Human vs Old_AI|0.8279183253573896
3103|Human vs Old_AI|0.4339299999016878
3122|Human vs Old_AI|0.7715903540310336
3127|Human vs Old_AI|0.9347753050355547
3129|Human vs Old_AI|0.6034982715018189
3135|Human vs Old_AI|0.6950170231547032
3160|Human vs Old_AI|0.892152665378056
3177|Human vs Old_AI|0.37951427844036545
3195|Human vs Old_AI|0.7744133281147167
3198|Human vs Old_AI|0.7333501540908793
3204|Human vs Old_AI|0.7274718067762976
3208|Human vs Old_AI|0.9247306079869495
3235|Human vs Old_AI|0.6696791167485121
3250|Human vs Old_AI|0.5921571881572907
3253|Human vs Old_AI|0.8683463098230035
3275|Human vs Old_AI|0.6858996669991342
3292|Human vs Old_AI|0.7997414637129142
3328|Human vs Old_AI|0.8876144655038635
3353|Human vs Old_AI|0.724172310746867
3366|Human vs Old_AI|0.9575805770197188
3393|Human vs Old_AI|0.5027119742116601
3401|Human vs Old_AI|0.8464703231211912
3403|Human vs Old_AI|0.7061736201495109
3407|Human vs Old_AI|0.7911435577197551
3422|Human vs Old_AI|0.754328239290654
3423|Human vs Old_AI|0.6278471581627334
3453|Human vs Old_AI|0.8787329936277573
3460|Human vs Old_AI|0.6481719557767376
3488|Human vs Old_AI|0.8940291769080752
3489|Human vs Old_AI|0.4019600811623629
3497|Human vs Old_AI|0.6396589984398553
3498|Human vs Old_AI|0.7353969856410211
3502|Human vs Old_AI|0.8200637702306525
3570|Human vs Old_AI|0.7785451981651635
3572|Human vs Old_AI|0.6269632715388124
3586|Human vs Old_AI|0.8633126173296182
3595|Human vs Old_AI|0.9707933400363913
3598|Human vs Old_AI|0.47514957420661497
3602|Human vs Old_AI|0.7354290055836912
3608|Human vs Old_AI|1.0
3645|Human vs Old_AI|0.8097987932257653
3647|Human vs Old_AI|0.9112945581462742
3718|Human vs Old_AI|0.5174254374666072
3724|Human vs Old_AI|0.6200635065000422
3730|Human vs Old_AI|0.7842077572726904
3739|Human vs Old_AI|0.7843672571029292
3747|Human vs Old_AI|0.9055951023761067
3782|Human vs Old_AI|0.7493486711161711
3783|Human vs Old_AI|0.7378746548183066
3789|Human vs Old_AI|0.6376064192175992
3790|Human vs Old_AI|0.7655612899643987
3793|Human vs Old_AI|0.778264015631827
3796|Human vs Old_AI|0.6502401694306893
3820|Human vs Old_AI|0.6084716960432952
3829|Human vs Old_AI|0.5596972890303723
3855|Human vs Old_AI|0.7620547749335354
3859|Human vs Old_AI|0.441898874010092
3866|Human vs Old_AI|0.638087842783524
3872|Human vs Old_AI|0.6693043428201151
3875|Human vs Old_AI|0.880776822621131
3878|Human vs Old_AI|0.7529359585929178
3889|Human vs Old_AI|0.6366161005573127
3892|Human vs Old_AI|0.7241096184481048
3896|Human vs Old_AI|0.8326795462201022
3900|Human vs Old_AI|0.9173382583946267
3904|Human vs Old_AI|0.9316064807029644
3913|Human vs Old_AI|0.8410068333528138
3932|Human vs Old_AI|0.877403309761383
3938|Human vs Old_AI|0.8889021614554748
3976|Human vs Old_AI|0.5258851988350639
3995|Human vs Old_AI|0.7864056461454121
3999|Human vs Old_AI|0.9021581952085248
4017|Human vs Old_AI|0.620755051711899
4033|Human vs Old_AI|0.5255059587538584
4050|Human vs Old_AI|0.6246523943910907
4051|Human vs Old_AI|0.6387263728342962
4064|Human vs Old_AI|0.8771103946892218
4097|Human vs Old_AI|0.8593316370486728
4102|Human vs Old_AI|0.5400983882012628
4110|Human vs Old_AI|0.60249081465213
4121|Human vs Old_AI|0.8776787921803562
4138|Human vs Old_AI|0.6379732450007938
4149|Human vs Old_AI|0.6665747733994356
4168|Human vs Old_AI|0.7014872067899884
4170|Human vs Old_AI|0.3803545446816107
4218|Human vs Old_AI|0.6125473005840074
4221|Human vs Old_AI|0.7744926748724332
4228|Human vs Old_AI|0.6484273769903108
4245|Human vs Old_AI|0.5762173444947152
4249|Human vs Old_AI|0.8118721114908891
4252|Human vs Old_AI|0.609399303578732
4254|Human vs Old_AI|0.6116897937667627
4269|Human vs Old_AI|0.8276865777385668
4273|Human vs Old_AI|0.8757497236625709
4274|Human vs Old_AI|0.6642809370922087
4277|Human vs Old_AI|0.5378093730917937
4307|Human vs Old_AI|0.7834391020664455
4316|Human vs Old_AI|0.7725759369359066
4327|Human vs Old_AI|0.5931520061767777
4328|Human vs Old_AI|0.45109862146276714
4366|Human vs Old_AI|0.8870498039308353
4385|Human vs Old_AI|0.9212092412010161
4394|Human vs Old_AI|0.7062972635329913
4397|Human vs Old_AI|0.9389489429264828
4403|Human vs Old_AI|1.0
4405|Human vs Old_AI|0.6189908518680995
4419|Human vs Old_AI|0.6802995483128511
4423|Human vs Old_AI|0.736504619529369
4426|Human vs Old_AI|0.5198190407191494
4487|Human vs Old_AI|0.8108871205515218
4492|Human vs Old_AI|0.5340533927024523
4502|Human vs Old_AI|0.694969375893161
4515|Human vs Old_AI|0.3811575820342865
4520|Human vs Old_AI|0.6530264228861722
4521|Human vs Old_AI|0.6193708040748331
4525|Human vs Old_AI|0.5832066130573923
4536|Human vs Old_AI|0.7950655250462317
4543|Human vs Old_AI|0.9257130172734458
4557|Human vs Old_AI|0.46339625046342414
4576|Human vs Old_AI|0.5518253336377512
4597|Human vs Old_AI|0.6267892092210658
4618|Human vs Old_AI|0.5425101621849449
4634|Human vs Old_AI|0.6169119904503623
4642|Human vs Old_AI|0.7592249322899726
4649|Human vs Old_AI|0.9687159462354668
4659|Human vs Old_AI|0.5518577881002777
4670|Human vs Old_AI|0.8213705596600618
4673|Human vs Old_AI|0.6047814450977603
4674|Human vs Old_AI|0.7816009769633776
4683|Human vs Old_AI|0.42356916440189163
4694|Human vs Old_AI|0.6742520817481213
4717|Human vs Old_AI|0.8795214813115482
4729|Human vs Old_AI|0.7103069888513609
4753|Human vs Old_AI|0.8491569509096056
4770|Human vs Old_AI|0.6407011417484829
4775|Human vs Old_AI|0.8241864370779355
4798|Human vs Old_AI|1.0
4799|Human vs Old_AI|0.5534971517365024
4800|Human vs Old_AI|0.3846050174636846
4806|Human vs Old_AI|0.9236541073172744
4807|Human vs Old_AI|0.816415427627883
4815|Human vs Old_AI|0.4153420685083955
4821|Human vs Old_AI|0.9101899764408078
4822|Human vs Old_AI|0.26585237199899003
4833|Human vs Old_AI|0.8157326299565582
4839|Human vs Old_AI|0.8911129205155669
4850|Human vs Old_AI|0.6072645262753606
4879|Human vs Old_AI|0.7824529802110483
4880|Human vs Old_AI|0.48887501720311044
4898|Human vs Old_AI|0.7661531870974948
4914|Human vs Old_AI|0.7616183556409354
4923|Human vs Old_AI|0.8169485666494826
4939|Human vs Old_AI|0.945911610095074
4942|Human vs Old_AI|0.8809734641828756
4944|Human vs Old_AI|0.6777011456023656
4986|Human vs Old_AI|0.7734107518793202
5011|Human vs Old_AI|0.9079874909845311
5016|Human vs Old_AI|0.7201781258902695
5018|Human vs Old_AI|0.7626316267087205
5027|Human vs Old_AI|0.7209615878208482
5063|Human vs Old_AI|0.5444624222241474
5086|Human vs Old_AI|0.6475543926606895
5105|Human vs Old_AI|0.8587716095228928
5136|Human vs Old_AI|0.8943789914364844
5142|Human vs Old_AI|0.709389080179118
5151|Human vs Old_AI|0.773051825585086
5158|Human vs Old_AI|0.6581702527809278
5189|Human vs Old_AI|0.6463809698478895
5192|Human vs Old_AI|0.8363108418998454
5193|Human vs Old_AI|0.6894972600718069
5218|Human vs Old_AI|0.605788445090609
5231|Human vs Old_AI|0.9571792792059244
5233|Human vs Old_AI|0.45798290615548876
5258|Human vs Old_AI|0.8343044664790361
5277|Human vs Old_AI|0.5632162790572077
5280|Human vs Old_AI|0.7103554512997937
5283|Human vs Old_AI|0.7716832751410336
5286|Human vs Old_AI|0.7536870040499184
5291|Human vs Old_AI|0.7618199582692696
5292|Human vs Old_AI|0.8318353140162973
5295|Human vs Old_AI|0.8990904783216513
5301|Human vs Old_AI|0.9021620461213035
5328|Human vs Old_AI|0.5683760786658929
5336|Human vs Old_AI|0.7477989782475422
5340|Human vs Old_AI|0.6458835997574943
5358|Human vs Old_AI|0.580272927992904
5370|Human vs Old_AI|0.733161702275143
5387|Human vs Old_AI|0.3513668126650402
5437|Human vs Old_AI|0.8014129636813763
5443|Human vs Old_AI|0.9798347760499471
5448|Human vs Old_AI|0.7493928056097855
5458|Human vs Old_AI|0.7956469451215071
5494|Human vs Old_AI|0.831581707784099
5496|Human vs Old_AI|0.7899297416725771
5499|Human vs Old_AI|0.6553202837226944
5518|Human vs Old_AI|0.8322927711898885
5534|Human vs Old_AI|0.358536807308798
5536|Human vs Old_AI|0.7301980595744271
5543|Human vs Old_AI|0.7714676331640362
5551|Human vs Old_AI|0.7465576277698462
5564|Human vs Old_AI|0.9524894128070659
5568|Human vs Old_AI|0.5779188873022377
5573|Human vs Old_AI|0.5212145040239979
5583|Human vs Old_AI|0.8113770623065304
5595|Human vs Old_AI|0.9386915695125757
5613|Human vs Old_AI|0.7284596682121924
5625|Human vs Old_AI|0.8947106008807665
5627|Human vs Old_AI|0.8301472338577568
5633|Human vs Old_AI|0.3866967574794379
5657|Human vs Old_AI|0.6650727823402205
5670|Human vs Old_AI|0.8070300501383937
5684|Human vs Old_AI|0.5630363495689065
5709|Human vs Old_AI|0.6314398048914154
5710|Human vs Old_AI|0.33411583265293987
5718|Human vs Old_AI|0.8061751042131133
5725|Human vs Old_AI|0.7181719041910013
5741|Human vs Old_AI|0.6258308837017276
5747|Human vs Old_AI|0.8204300878550143
5756|Human vs Old_AI|0.8974157465395725
5789|Human vs Old_AI|0.6311173165038471
5791|Human vs Old_AI|0.9549872347029268
5807|Human vs Old_AI|0.6720685768568604
5812|Human vs Old_AI|0.7034237810135123
5813|Human vs Old_AI|0.6394845725621147
5834|Human vs Old_AI|0.6014455174782634
5835|Human vs Old_AI|0.7726361948081808
5836|Human vs Old_AI|0.8722914663831338
5857|Human vs Old_AI|0.7567522328458276
5872|Human vs Old_AI|0.8014076206758969
5879|Human vs Old_AI|0.8115491057217692
5882|Human vs Old_AI|0.6646246463392644
5890|Human vs Old_AI|1.0
5893|Human vs Old_AI|0.5845913723408303
5914|Human vs Old_AI|0.7753182772740763
5938|Human vs Old_AI|0.8177091255001325
5942|Human vs Old_AI|0.7887071871949101
5967|Human vs Old_AI|0.6504128563876241
5970|Human vs Old_AI|0.738971380281523
5976|Human vs Old_AI|0.9052551709031221
6022|Human vs Old_AI|0.8416414587100405
6029|Human vs Old_AI|0.7145786318786966
6034|Human vs Old_AI|0.6394868770255108
6037|Human vs Old_AI|0.7964793468437829
6054|Human vs Old_AI|0.714139366212333
6056|Human vs Old_AI|0.5574180737827388
6057|Human vs Old_AI|0.7721986927338772
6079|Human vs Old_AI|0.8458300764533812
6081|Human vs Old_AI|0.6418425089794081
6090|Human vs Old_AI|0.8958173326255394
6149|Human vs Old_AI|0.5090950209227312
6163|Human vs Old_AI|0.9046802578014963
6169|Human vs Old_AI|0.7962409188802788
6171|Human vs Old_AI|0.8659149738063832
6176|Human vs Old_AI|0.8238733158922746
6190|Human vs Old_AI|0.7085503256196861
6214|Human vs Old_AI|0.811785307002838
6221|Human vs Old_AI|0.355343785960196
6226|Human vs Old_AI|0.6913092848296334
6228|Human vs Old_AI|0.5989387667554671
6245|Human vs Old_AI|0.6584534724083729
6256|Human vs Old_AI|0.7881771457045156
6259|Human vs Old_AI|0.9137949600920908
6261|Human vs Old_AI|0.5281450490482327
6285|Human vs Old_AI|0.8322608587527877
6286|Human vs Old_AI|0.8111825281019651
6294|Human vs Old_AI|0.9281297548068933
6306|Human vs Old_AI|0.5711189630942138
6311|Human vs Old_AI|0.6437840664222814
6332|Human vs Old_AI|0.5440994414108179
6337|Human vs Old_AI|0.7194763043445679
6340|Human vs Old_AI|0.7869780164876787
6344|Human vs Old_AI|0.6002295498862817
6363|Human vs Old_AI|0.9116079760106779
6377|Human vs Old_AI|0.8716211808190141
6388|Human vs Old_AI|0.7280471335251393
6414|Human vs Old_AI|0.8349672891152049
6444|Human vs Old_AI|0.8125790249251456
6453|Human vs Old_AI|0.8381352917747625
6454|Human vs Old_AI|0.6842470191655431
6486|Human vs Old_AI|0.6079011026673758
6488|Human vs Old_AI|0.6295051516764627
6496|Human vs Old_AI|0.45994753711217673
6497|Human vs Old_AI|0.8451580332780033
6521|Human vs Old_AI|0.6768742399904306
6531|Human vs Old_AI|0.9562770573585777
6541|Human vs Old_AI|0.803344889709841
6557|Human vs Old_AI|0.6480612903516119
6569|Human vs Old_AI|0.8501106058600865
6573|Human vs Old_AI|0.6966121864755372
6575|Human vs Old_AI|0.5716763787875002
6580|Human vs Old_AI|0.5139243783037613
6583|Human vs Old_AI|0.8900616044633199
6585|Human vs Old_AI|0.5643213704029955
6598|Human vs Old_AI|0.9843697042170979
6615|Human vs Old_AI|0.5365463402997158
6622|Human vs Old_AI|0.5109465302262685
6625|Human vs Old_AI|0.7368424874832453
6629|Human vs Old_AI|0.7504278088724605
6645|Human vs Old_AI|0.6872632944916361
6660|Human vs Old_AI|0.8855159311803695
6666|Human vs Old_AI|0.5325639432903135
6667|Human vs Old_AI|0.8109272119915765
6668|Human vs Old_AI|0.7766527962068349
6672|Human vs Old_AI|0.7966917344697797
6684|Human vs Old_AI|0.6368182533045763
6694|Human vs Old_AI|0.9142860561973307
6707|Human vs Old_AI|0.642693604483729
6721|Human vs Old_AI|0.5508870448975066
6732|Human vs Old_AI|0.7902099614184981
6756|Human vs Old_AI|0.718592972382394
6764|Human vs Old_AI|0.9359346514416156
6804|Human vs Old_AI|0.8671435881948835
6809|Human vs Old_AI|0.7201887774723286
6812|Human vs Old_AI|0.8936669948837553
6820|Human vs Old_AI|0.6070999445330971
6834|Human vs Old_AI|0.7019265476315447
6842|Human vs Old_AI|0.8535129312041873
6843|Human vs Old_AI|0.6944358711283978
6845|Human vs Old_AI|0.6670469895799926
6862|Human vs Old_AI|0.6579206371039106
6871|Human vs Old_AI|0.774408508693619
6873|Human vs Old_AI|0.688562845368467
6880|Human vs Old_AI|0.8367141128044895
6889|Human vs Old_AI|0.7105175437142802
6896|Human vs Old_AI|0.667807269329922
6897|Human vs Old_AI|0.9115263431881048
6931|Human vs Old_AI|0.9038760334581009
6937|Human vs Old_AI|0.8488090871470206
6952|Human vs Old_AI|0.9175628844839531
6961|Human vs Old_AI|0.9840856175515764
6962|Human vs Old_AI|0.8880079776438706
7028|Human vs Old_AI|0.7840806485652212
7050|Human vs Old_AI|0.40242946480402886
7056|Human vs Old_AI|0.6835987054329301
7074|Human vs Old_AI|0.7108489484950016
7077|Human vs Old_AI|0.9574317596806774
7081|Human vs Old_AI|0.580667360322381
7093|Human vs Old_AI|0.8993775495706935
7112|Human vs Old_AI|0.5559149166489403
7116|Human vs Old_AI|0.9558603206405957
7132|Human vs Old_AI|0.8223064327752123
7133|Human vs Old_AI|0.8656275270381638
7145|Human vs Old_AI|0.8014967007373556
7180|Human vs Old_AI|0.6630007277050068
7220|Human vs Old_AI|0.9069232442868225
7222|Human vs Old_AI|0.7731899933575921
7228|Human vs Old_AI|0.6680477411832468
7232|Human vs Old_AI|0.7566988534889489
7235|Human vs Old_AI|0.9293538452519965
7246|Human vs Old_AI|0.6866515148430108
7250|Human vs Old_AI|0.7123046129015033
7257|Human vs Old_AI|0.9429611217906372
7263|Human vs Old_AI|0.73126649820018
7288|Human vs Old_AI|0.8051826907199815
7291|Human vs Old_AI|0.6378391543390998
7309|Human vs Old_AI|0.40911392459247753
7321|Human vs Old_AI|0.6410092966292953
7323|Human vs Old_AI|0.6425936456031804
7326|Human vs Old_AI|0.5600049611140531
7367|Human vs Old_AI|0.7732356755390102
7387|Human vs Old_AI|0.6361641637576412
7397|Human vs Old_AI|0.9871085371186671
7398|Human vs Old_AI|0.7242180768914548
7411|Human vs Old_AI|0.5366435975017377
7414|Human vs Old_AI|0.8296030428840303
7415|Human vs Old_AI|0.6371978898094677
7424|Human vs Old_AI|0.41241438403005914
7425|Human vs Old_AI|0.737874256742654
7456|Human vs Old_AI|0.8695110830848148
7462|Human vs Old_AI|0.5003978103626945
7467|Human vs Old_AI|0.8152515915580116
7470|Human vs Old_AI|0.6773736643984697
7490|Human vs Old_AI|0.8628868150068985
7513|Human vs Old_AI|0.8152749071252626
7526|Human vs Old_AI|0.625409537916139
7534|Human vs Old_AI|0.9133865527325873
7544|Human vs Old_AI|0.7770171088429508
7546|Human vs Old_AI|0.9238334803318043
7557|Human vs Old_AI|0.9497241258345459
7573|Human vs Old_AI|0.8029983805254839
7576|Human vs Old_AI|0.32765516581492116
7579|Human vs Old_AI|0.6891539567199049
7595|Human vs Old_AI|1.0
7611|Human vs Old_AI|0.6835922720622822
7634|Human vs Old_AI|0.869156200407768
7669|Human vs Old_AI|0.726769550769474
7681|Human vs Old_AI|0.7371613651345348
7701|Human vs Old_AI|0.5622496732982539
7722|Human vs Old_AI|0.7604249277027906
7726|Human vs Old_AI|0.8327691251745921
7732|Human vs Old_AI|0.7631294497806421
7735|Human vs Old_AI|1.0
7750|Human vs Old_AI|0.639394818026521
7768|Human vs Old_AI|0.9946352056286536
7779|Human vs Old_AI|1.0
7783|Human vs Old_AI|0.8399384524465777
7794|Human vs Old_AI|1.0
